week,location,average_price
26-01-2013,mjunction,
26-01-2013,Cochin,103.18(83.90)
26-01-2013,Coonoor,98.18(71.48)
26-01-2013,Coimbatore,96.89(70.17)
19-01-2013,Kolkata,140.57(111.72)
19-01-2013,Guwahati,121.80(87.79)
19-01-2013,Siliguri,115.51(N.S.)
19-01-2013,Jalpaiguri,98.42(N.S.)
19-01-2013,mjunction,
19-01-2013,Cochin,105.27(83.32)
19-01-2013,Coonoor,97.53(70.66)
19-01-2013,Coimbatore,96.16(70.83)
12-01-2013,Kolkata,145.37(118.18)
12-01-2013,Guwahati,122.25(89.74)
12-01-2013,Siliguri,118.56(96.85)
12-01-2013,Jalpaiguri,97.30(N.S.)
12-01-2013,mjunction,
12-01-2013,Cochin,105.68(83.59)
12-01-2013,Coonoor,99.34(68.30)
12-01-2013,Coimbatore,98.27(68.70)
05-01-2013,Kolkata,147.62(120.32)
05-01-2013,Guwahati,130.36(93.42)
05-01-2013,Siliguri,121.08(98.35)
05-01-2013,Jalpaiguri,99.40(N.S.)
05-01-2013,mjunction,
05-01-2013,Cochin,105.55(82.63)
05-01-2013,Coonoor,99.76(65.71)
05-01-2013,Coimbatore,98.85(68.34)
27-12-2014,Kolkata,155.77(146.01)
27-12-2014,Guwahati,126.14(117.94)
27-12-2014,Siliguri,125.58(123.35)
27-12-2014,Jalpaiguri,NS(NS)
27-12-2014,mjunction,
27-12-2014,Cochin,NS(NS)
27-12-2014,Coonoor,NS(NS)
27-12-2014,Coimbatore,NS(NS)
20-12-2014,Kolkata,163.76(148.05)
20-12-2014,Guwahati,125.91(118.79)
20-12-2014,Siliguri,120.92(120.25)
20-12-2014,Jalpaiguri,NS(NS)
20-12-2014,mjunction,
20-12-2014,Cochin,102.49(100.84)
20-12-2014,Coonoor,69.38(73.93)
20-12-2014,Coimbatore,74.70(80.39)
13-12-2014,Kolkata,164.96(151.47)
13-12-2014,Guwahati,133.03(121.88)
13-12-2014,Siliguri,120.28(115.78)
13-12-2014,Jalpaiguri,NS(NS)
13-12-2014,mjunction,
13-12-2014,Cochin,98.72(99.15)
13-12-2014,Coonoor,66.33(72.39)
13-12-2014,Coimbatore,75.10(79.87)
06-12-2014,Kolkata,169.09(156.78)
06-12-2014,Guwahati,133.88(124.74)
06-12-2014,Siliguri,120.98(120.67)
06-12-2014,Jalpaiguri,NS(NS)
06-12-2014,mjunction,
06-12-2014,Cochin,94.38(99.92)
06-12-2014,Coonoor,64.72(73.04)
06-12-2014,Coimbatore,75.15(81.17)
29-11-2014,Kolkata,167.24(158.71)
29-11-2014,Guwahati,135.17(124.23)
29-11-2014,Siliguri,122.26(123.10)
29-11-2014,Jalpaiguri,NS(NS)
29-11-2014,mjunction,
29-11-2014,Cochin,92.29(105.69)
29-11-2014,Coonoor,63.33(75.04)
29-11-2014,Coimbatore,73.44(81.08)
22-11-2014,Kolkata,170.68(153.56)
22-11-2014,Guwahati,135.26(126.28)
22-11-2014,Siliguri,128.12(126.57)
22-11-2014,Jalpaiguri,NS(NS)
22-11-2014,mjunction,
22-11-2014,Cochin,89.78(107.75)
22-11-2014,Coonoor,61.96(76.78)
22-11-2014,Coimbatore,73.11(84.38)
15-11-2014,Kolkata,166.21(155.04)
15-11-2014,Guwahati,140.02(130.78)
15-11-2014,Siliguri,128.50(121.57)
15-11-2014,Jalpaiguri,NS(NS)
15-11-2014,mjunction,
15-11-2014,Cochin,90.37(107.67)
15-11-2014,Coonoor,61.37(74.84)
15-11-2014,Coimbatore,72.73(82.56)
08-11-2014,Kolkata,160.72(153.35)
08-11-2014,Guwahati,137.12(131.90)
08-11-2014,Siliguri,123.03(120.62)
08-11-2014,Jalpaiguri,86.90(83.27)
08-11-2014,mjunction,
08-11-2014,Cochin,92.84(111.44)
08-11-2014,Coonoor,63.31(72.13)
08-11-2014,Coimbatore,74.44(81.88)
01-11-2014,Kolkata,157.87(153.98)
01-11-2014,Guwahati,136.53(130.49)
01-11-2014,Siliguri,"126.00(117.66)
"
01-11-2014,Jalpaiguri,"99.34(85.00)

"
01-11-2014,mjunction,
01-11-2014,Cochin,93.87(112.25)
01-11-2014,Coonoor,63.81(74.62)
01-11-2014,Coimbatore,74.67(NS)
25-10-2014,Kolkata,160.08(158.61)
25-10-2014,Guwahati,136.61(132.59)
25-10-2014,Siliguri,119.78(118.36)
25-10-2014,Jalpaiguri,NS(NS)
25-10-2014,mjunction,
25-10-2014,Cochin,98.38(110.77)
25-10-2014,Coonoor,65.71(78.07)
25-10-2014,Coimbatore,NS(85.18)
18-10-2014,Kolkata,158.94(NS)
18-10-2014,Guwahati,136.21(NS)
18-10-2014,Siliguri,119.85(NS)
18-10-2014,Jalpaiguri,NS(NS)
18-10-2014,mjunction,
18-10-2014,Cochin,102.26(113.58)
18-10-2014,Coonoor,70.74(80.08)
18-10-2014,Coimbatore,80.14(89.93)
11-10-2014,Kolkata,157.68(162.20)
11-10-2014,Guwahati,135.47(137.59)
11-10-2014,Siliguri,121.34(115.07)
11-10-2014,Jalpaiguri,NS(NS)
11-10-2014,mjunction,
11-10-2014,Cochin,103.32(120.25)
11-10-2014,Coonoor,73.56(85.01)
11-10-2014,Coimbatore,79.17(96.24)
04-10-2014,Kolkata,NS(161.04)
04-10-2014,Guwahati,NS(135.68)
04-10-2014,Siliguri,NS(116.84)
04-10-2014,Jalpaiguri,NS(85.65)
04-10-2014,mjunction,
04-10-2014,Cochin,102.62(125.13)
04-10-2014,Coonoor,76.39(86.89)
04-10-2014,Coimbatore,83.68(95.25)
27-09-2014,Kolkata,165.25(158.08)
27-09-2014,Guwahati,137.65(131.80)
27-09-2014,Siliguri,122.03(117.97)
27-09-2014,Jalpaiguri,106.27(87.74)
27-09-2014,mjunction,
27-09-2014,Cochin,102.41(131.49)
27-09-2014,Coonoor,77.00(88.59)
27-09-2014,Coimbatore,77.65(98.46)
20-09-2014,Kolkata,161.86(158.47)
20-09-2014,Guwahati,135.79(132.28)
20-09-2014,Siliguri,124.20(116.66)
20-09-2014,Jalpaiguri,93.14(85.59)
20-09-2014,mjunction,
20-09-2014,Cochin,99.88(NS)
20-09-2014,Coonoor,75.29(88.11)
20-09-2014,Coimbatore,76.07(99.75)
13-09-2014,Kolkata,157.53(160.10)
13-09-2014,Guwahati,141.95(131.45)
13-09-2014,Siliguri,123.96(115.78)
13-09-2014,Jalpaiguri,106.60(93.50)
13-09-2014,mjunction,
13-09-2014,Cochin,NS(130.17)
13-09-2014,Coonoor,71.07(88.28)
13-09-2014,Coimbatore,71.65(101.06)
06-09-2014,Kolkata,161.33(156.74)
06-09-2014,Guwahati,140.90(129.54)
06-09-2014,Siliguri,123.22(113.91)
06-09-2014,Jalpaiguri,NS(88.22)
06-09-2014,mjunction,
06-09-2014,Cochin,98.32(129.41)
06-09-2014,Coonoor,67.32(87.02)
06-09-2014,Coimbatore,71.59(98.80)
30-08-2014,Kolkata,165.44(161.28)
30-08-2014,Guwahati,145.57(132.69)
30-08-2014,Siliguri,121.54(114.81)
30-08-2014,Jalpaiguri,92.99(91.33)
30-08-2014,mjunction,
30-08-2014,Cochin,95.46(126.81)
30-08-2014,Coonoor,63.70(86.71)
30-08-2014,Coimbatore,68.26(95.19)
23-08-2014,Kolkata,168.47(161.67)
23-08-2014,Guwahati,147.00(132.92)
23-08-2014,Siliguri,124.24(116.48)
23-08-2014,Jalpaiguri,102.39(91.02)
23-08-2014,mjunction,
23-08-2014,Cochin,94.90(123.39)
23-08-2014,Coonoor,63.30(84.73)
23-08-2014,Coimbatore,70.64(92.90)
16-08-2014,Kolkata,173.18(173.07)
16-08-2014,Guwahati,151.07(135.10)
16-08-2014,Siliguri,127.60(115.81)
16-08-2014,Jalpaiguri,103.25(91.10)
16-08-2014,mjunction,
16-08-2014,Cochin,96.37(124.40)
16-08-2014,Coonoor,63.21(85.13)
16-08-2014,Coimbatore,69.57(92.92)
09-08-2014,Kolkata,177.98(169.95)
09-08-2014,Guwahati,152.88(139.88)
09-08-2014,Siliguri,129.43(118.32)
09-08-2014,Jalpaiguri,105.93(90.24)
09-08-2014,mjunction,
09-08-2014,Cochin,94.01(124.90)
09-08-2014,Coonoor,64.36(84.79)
09-08-2014,Coimbatore,69.82(94.18)
02-08-2014,Kolkata,182.03(169.10)
02-08-2014,Guwahati,158.65(141.14)
02-08-2014,Siliguri,132.00(121.57)
02-08-2014,Jalpaiguri,120.00(92.41)
02-08-2014,mjunction,
02-08-2014,Cochin,98.78(120.05)
02-08-2014,Coonoor,66.71(85.54)
02-08-2014,Coimbatore,70.51(92.27)
26-07-2014,Kolkata,189.71(170.76)
26-07-2014,Guwahati,162.30(142.30)
26-07-2014,Siliguri,134.38(123.98)
26-07-2014,Jalpaiguri,114.73(94.78)
26-07-2014,mjunction,
26-07-2014,Cochin,99.43(118.70)
26-07-2014,Coonoor,66.11(84.21)
26-07-2014,Coimbatore,72.55(91.74)
19-07-2014,Kolkata,194.77(175.67)
19-07-2014,Guwahati,165.70(145.21)
19-07-2014,Siliguri,138.56(124.85)
19-07-2014,Jalpaiguri,106.06(93.70)
19-07-2014,mjunction,
19-07-2014,Cochin,96.86(115.93)
19-07-2014,Coonoor,67.04(85.61)
19-07-2014,Coimbatore,74.09(91.72)
12-07-2014,Kolkata,202.58(182.91)
12-07-2014,Guwahati,174.09(147.16)
12-07-2014,Siliguri,144.10(126.89)
12-07-2014,Jalpaiguri,114.19(101.53)
12-07-2014,mjunction,
12-07-2014,Cochin,98.38(111.74)
12-07-2014,Coonoor,74.90(88.23)
12-07-2014,Coimbatore,80.55(92.27)
05-07-2014,Kolkata,201.42(184.02)
05-07-2014,Guwahati,174.20(149.14)
05-07-2014,Siliguri,148.12(128.07)
05-07-2014,Jalpaiguri,117.47(103.42)
05-07-2014,mjunction,
05-07-2014,Cochin,96.58(110.71)
05-07-2014,Coonoor,73.44(91.23)
05-07-2014,Coimbatore,76.31(95.70)
28-06-2014,Kolkata,196.17(184.35)
28-06-2014,Guwahati,177.21(147.47)
28-06-2014,Siliguri,154.99(133.02)
28-06-2014,Jalpaiguri,N.S.(100.64)
28-06-2014,mjunction,
28-06-2014,Cochin,96.42(111.00)
28-06-2014,Coonoor,76.66(92.04)
28-06-2014,Coimbatore,80.66(95.95)
21-06-2014,Kolkata,180.30(176.05)
21-06-2014,Guwahati,176.22(143.30)
21-06-2014,Siliguri,158.51(137.12)
21-06-2014,Jalpaiguri,N.S.(109.64)
21-06-2014,mjunction,
21-06-2014,Cochin,95.05(111.25)
21-06-2014,Coonoor,76.80(91.76)
21-06-2014,Coimbatore,78.77(95.79)
14-06-2014,Kolkata,170.82(165.11)
14-06-2014,Guwahati,171.53(141.76)
14-06-2014,Siliguri,151.22(139.44)
14-06-2014,Jalpaiguri,N.S.(112.13)
14-06-2014,mjunction,
14-06-2014,Cochin,94.66(110.29)
14-06-2014,Coonoor,75.68(90.65)
14-06-2014,Coimbatore,82.77(95.64)
07-06-2014,Kolkata,167.12(160.27)
07-06-2014,Guwahati,163.34(139.25)
07-06-2014,Siliguri,143.90(138.89)
07-06-2014,Jalpaiguri,N.S.(113.50)
07-06-2014,mjunction,
07-06-2014,Cochin,96.19(112.64)
07-06-2014,Coonoor,76.90(92.10)
07-06-2014,Coimbatore,85.59(95.78)
31-05-2014,Kolkata,166.37(164.28)
31-05-2014,Guwahati,163.52(135.71)
31-05-2014,Siliguri,137.38(137.83)
31-05-2014,Jalpaiguri,N.S.(113.96)
31-05-2014,mjunction,
31-05-2014,Cochin,100.74(114.70)
31-05-2014,Coonoor,78.57(92.22)
31-05-2014,Coimbatore,86.53(96.92)
24-05-2014,Kolkata,167.64(173.77)
24-05-2014,Guwahati,160.86(142.09)
24-05-2014,Siliguri,140.85(134.02)
24-05-2014,Jalpaiguri,N.S.(122.20)
24-05-2014,mjunction,
24-05-2014,Cochin,104.64(111.62)
24-05-2014,Coonoor,81.24(92.46)
24-05-2014,Coimbatore,88.34(95.35)
17-05-2014,Kolkata,174.58(174.82)
17-05-2014,Guwahati,158.44(148.92)
17-05-2014,Siliguri,138.36(127.96)
17-05-2014,Jalpaiguri,N.S.(N.S)
17-05-2014,mjunction,
17-05-2014,Cochin,108.52(109.11)
17-05-2014,Coonoor,80.26(91.50)
17-05-2014,Coimbatore,91.44(93.37)
10-05-2014,Kolkata,173.37(174.70)
10-05-2014,Guwahati,164.90(145.85)
10-05-2014,Siliguri,140.12(129.79)
10-05-2014,Jalpaiguri,N.S.(N.S)
10-05-2014,mjunction,
10-05-2014,Cochin,109.55(110.13)
10-05-2014,Coonoor,82.72(93.53)
10-05-2014,Coimbatore,92.07(93.07)
03-05-2014,Kolkata,179.27(174.16)
03-05-2014,Guwahati,166.36(151.87)
03-05-2014,Siliguri,146.68(130.20)
03-05-2014,Jalpaiguri,N.S.(N.S)
03-05-2014,mjunction,
03-05-2014,Cochin,112.87(118.08)
03-05-2014,Coonoor,81.28(97.45)
03-05-2014,Coimbatore,88.60(98.80)
26-04-2014,Kolkata,175.80(172.79)
26-04-2014,Guwahati,159.79(157.15)
26-04-2014,Siliguri,145.82(132.53)
26-04-2014,Jalpaiguri,N.S.(138.68)
26-04-2014,mjunction,
26-04-2014,Cochin,109.37(124.91)
26-04-2014,Coonoor,78.17(100.72)
26-04-2014,Coimbatore,85.31(103.12)
19-04-2014,Kolkata,140.88(166.00)
19-04-2014,Guwahati,141.13(164.65)
19-04-2014,Siliguri,150.23(138.81)
19-04-2014,Jalpaiguri,N.S.(N.S.)
19-04-2014,mjunction,
19-04-2014,Cochin,NS(126.48)
19-04-2014,Coonoor,73.32(102.82)
19-04-2014,Coimbatore,81.70(105.47)
12-04-2014,Kolkata,163.20(139.82)
12-04-2014,Guwahati,164.11(158.23)
12-04-2014,Siliguri,149.73(144.43)
12-04-2014,Jalpaiguri,N.S.(N.S.)
12-04-2014,mjunction,
12-04-2014,Cochin,109.96(130.11)
12-04-2014,Coonoor,73.44(105.09)
12-04-2014,Coimbatore,82.73(110.26)
05-04-2014,Kolkata,121.38(133.05)
05-04-2014,Guwahati,132.04(129.75)
05-04-2014,Siliguri,148.92(143.98)
05-04-2014,Jalpaiguri,N.S.(N.S.)
05-04-2014,mjunction,
05-04-2014,Cochin,110.58(132.36)
05-04-2014,Coonoor,73.07(109.56)
05-04-2014,Coimbatore,82.89(112.81)
29-03-2014,Kolkata,113.34(NS)
29-03-2014,Guwahati,91.12(NS)
29-03-2014,Siliguri,95.61(NS)
29-03-2014,Jalpaiguri,N.S.(N.S.)
29-03-2014,mjunction,
29-03-2014,Cochin,110.56(NS)
29-03-2014,Coonoor,74.59(109.66)
29-03-2014,Coimbatore,84.11(117.33)
22-03-2014,Kolkata,NS(135.30)
22-03-2014,Guwahati,NS(127.53)
22-03-2014,Siliguri,NS(134.72)
22-03-2014,Jalpaiguri,N.S.(N.S.)
22-03-2014,mjunction,
22-03-2014,Cochin,108.17(135.75)
22-03-2014,Coonoor,77.10(110.69)
22-03-2014,Coimbatore,85.52(115.84)
15-03-2014,Kolkata,NS(NS)
15-03-2014,Guwahati,NS(NS)
15-03-2014,Siliguri,NS(NS)
15-03-2014,Jalpaiguri,N.S.(N.S.)
15-03-2014,mjunction,
15-03-2014,Cochin,108.24(125.45)
15-03-2014,Coonoor,81.50(107.99)
15-03-2014,Coimbatore,85.75(111.30)
08-03-2014,Kolkata,112.86(137.56)
08-03-2014,Guwahati,109.50(122.34)
08-03-2014,Siliguri,95.06(124.68)
08-03-2014,Jalpaiguri,N.S.(N.S.)
08-03-2014,mjunction,
08-03-2014,Cochin,108.92(118.05)
08-03-2014,Coonoor,82.90(104.11)
08-03-2014,Coimbatore,87.80(107.09)
01-03-2014,Kolkata,N.S.(144.81)
01-03-2014,Guwahati,N.S.(N.S.)
01-03-2014,Siliguri,N.S.(N.S.)
01-03-2014,Jalpaiguri,N.S.(N.S.)
01-03-2014,mjunction,
01-03-2014,Cochin,108.81(111.40)
01-03-2014,Coonoor,83.28(99.95)
01-03-2014,Coimbatore,91.05(102.16)
22-02-2014,Kolkata,115.00(133.53)
22-02-2014,Guwahati,115.07(121.85)
22-02-2014,Siliguri,95.62(121.78)
22-02-2014,Jalpaiguri,N.S.(N.S.)
22-02-2014,mjunction,
22-02-2014,Cochin,111.82(109.31)
22-02-2014,Coonoor,83.88(97.90)
22-02-2014,Coimbatore,91.78(99.27)
15-02-2014,Kolkata,116.50(129.57)
15-02-2014,Guwahati,110.56(120.73)
15-02-2014,Siliguri,98.59(116.31)
15-02-2014,Jalpaiguri,N.S.(N.S.)
15-02-2014,mjunction,
15-02-2014,Cochin,112.37(107.19)
15-02-2014,Coonoor,86.16(98.39)
15-02-2014,Coimbatore,89.72(97.89)
08-02-2014,Kolkata,120.69(131.12)
08-02-2014,Guwahati,105.03(119.08)
08-02-2014,Siliguri,105.34(113.36)
08-02-2014,Jalpaiguri,N.S.(N.S.)
08-02-2014,mjunction,
08-02-2014,Cochin,110.09(105.92)
08-02-2014,Coonoor,85.22(98.66)
08-02-2014,Coimbatore,90.45(97.58)
01-02-2014,Kolkata,120.14(132.82)
01-02-2014,Guwahati,107.46(116.72)
01-02-2014,Siliguri,106.67(114.94)
01-02-2014,Jalpaiguri,N.S.(N.S.)
01-02-2014,mjunction,
01-02-2014,Cochin,109.32(104.49)
01-02-2014,Coonoor,84.88(98.16)
01-02-2014,Coimbatore,92.59(97.64)
25-01-2014,Kolkata,125.37(141.87)
25-01-2014,Guwahati,107.90(116.67)
25-01-2014,Siliguri,110.77(112.69)
25-01-2014,Jalpaiguri,N.S.(N.S.)
25-01-2014,mjunction,
25-01-2014,Cochin,108.42(103.18)
25-01-2014,Coonoor,83.13(98.18)
25-01-2014,Coimbatore,90.19(96.89)
18-01-2014,Kolkata,130.64(140.57)
18-01-2014,Guwahati,107.92(121.80)
18-01-2014,Siliguri,113.71(115.51)
18-01-2014,Jalpaiguri,N.S.(98.42)
18-01-2014,mjunction,
18-01-2014,Cochin,112.38(105.27)
18-01-2014,Coonoor,82.51(97.53)
18-01-2014,Coimbatore,88.95(96.16)
11-01-2014,Kolkata,136.34(145.37)
11-01-2014,Guwahati,113.41(122.25)
11-01-2014,Siliguri,118.14(118.56)
11-01-2014,Jalpaiguri,N.S.(97.68)
11-01-2014,mjunction,
11-01-2014,Cochin,112.05(105.68)
11-01-2014,Coonoor,79.35(99.34)
11-01-2014,Coimbatore,84.19(98.27)
04-01-2014,Kolkata,145.28(147.62)
04-01-2014,Guwahati,116.98(130.36)
04-01-2014,Siliguri,122.45(121.08)
04-01-2014,Jalpaiguri,N.S.(99.40)
04-01-2014,mjunction,
04-01-2014,Cochin,102.22(105.55)
04-01-2014,Coonoor,77.45(99.76)
04-01-2014,Coimbatore,82.55(98.85)
26-12-2015,Kolkata,160.32(155.77)
26-12-2015,Guwahati,135.32(126.11)
26-12-2015,Siliguri,128.56(123.58)
26-12-2015,Jalpaiguri,NS(NS)
26-12-2015,mjunction,
26-12-2015,Cochin,NS(NS)
26-12-2015,Coonoor,84.70(NS)
26-12-2015,Coimbatore,NS(NS)
19-12-2015,Kolkata,164.17(163.76)
19-12-2015,Guwahati,134.52(125.91)
19-12-2015,Siliguri,125.55(120.92)
19-12-2015,Jalpaiguri,NS(NS)
19-12-2015,mjunction,
19-12-2015,Cochin,111.67(102.49)
19-12-2015,Coonoor,83.82(69.38)
19-12-2015,Coimbatore,86.82(74.70)
12-12-2015,Kolkata,163.93(164.96)
12-12-2015,Guwahati,133.65(133.03)
12-12-2015,Siliguri,120.70(120.28)
12-12-2015,Jalpaiguri,NS(NS)
12-12-2015,mjunction,
12-12-2015,Cochin,109.58(98.72)
12-12-2015,Coonoor,82.55(66.33)
12-12-2015,Coimbatore,83.93(75.10)
05-12-2015,Kolkata,164.14(169.09)
05-12-2015,Guwahati,137.19(133.88)
05-12-2015,Siliguri,125.47(120.98)
05-12-2015,Jalpaiguri,NS(NS)
05-12-2015,mjunction,
05-12-2015,Cochin,108.43(94.38)
05-12-2015,Coonoor,80.35(64.72)
05-12-2015,Coimbatore,81.15(75.15)
28-11-2015,Kolkata,166.82(167.24)
28-11-2015,Guwahati,145.05(135.17)
28-11-2015,Siliguri,132.17(122.26)
28-11-2015,Jalpaiguri,NS(NS)
28-11-2015,mjunction,
28-11-2015,Cochin,108.56(93.29)
28-11-2015,Coonoor,77.30(63.33)
28-11-2015,Coimbatore,80.70(73.44)
21-11-2015,Kolkata,163.09(170.68)
21-11-2015,Guwahati,142.01(135.26)
21-11-2015,Siliguri,125.17(128.12)
21-11-2015,Jalpaiguri,NS(NS)
21-11-2015,mjunction,
21-11-2015,Cochin,99.34(89.78)
21-11-2015,Coonoor,74.63(61.96)
21-11-2015,Coimbatore,79.82(73.11)
14-11-2015,Kolkata,166.10(166.21)
14-11-2015,Guwahati,147.77(140.02)
14-11-2015,Siliguri,NS(128.50)
14-11-2015,Jalpaiguri,NS(NS)
14-11-2015,mjunction,
14-11-2015,Cochin,98.62(90.37)
14-11-2015,Coonoor,NS(61.37)
14-11-2015,Coimbatore,NS(72.73)
07-11-2015,Kolkata,162.96(160.72)
07-11-2015,Guwahati,141.44(137.12)
07-11-2015,Siliguri,121.91(123.03)
07-11-2015,Jalpaiguri,NS(86.90)
07-11-2015,mjunction,
07-11-2015,Cochin,99.32(92.84)
07-11-2015,Coonoor,74.06(63.31)
07-11-2015,Coimbatore,79.33(74.44)
31-10-2015,Kolkata,162.19(157.87)
31-10-2015,Guwahati,140.67(136.53)
31-10-2015,Siliguri,120.13(126.00)
31-10-2015,Jalpaiguri,NS(99.34)
31-10-2015,mjunction,
31-10-2015,Cochin,104.49(93.87)
31-10-2015,Coonoor,73.77(63.81)
31-10-2015,Coimbatore,81.39(74.67)
24-10-2015,Kolkata,NS(160.08)
24-10-2015,Guwahati,NS(136.61)
24-10-2015,Siliguri,NS(119.78)
24-10-2015,Jalpaiguri,NS(NS)
